experiment_id,target,horizon,model,fold,seed,train_samples,validation_samples,training_seconds,prediction_seconds,negative_prediction_count,negative_prediction_percentage,complexity,hyperparameters
LOAD-H1-EXTRA_TREES-FULLV1-S2020-F06,load,1,extra_trees,F06,2020,6407,744,0.13954849995207042,0.04121400002622977,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H1-EXTRA_TREES-FULLV1-S2025-F06,load,1,extra_trees,F06,2025,6407,744,0.14708769996650517,0.03894360002595931,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H1-EXTRA_TREES-FULLV1-S31415-F06,load,1,extra_trees,F06,31415,6407,744,0.14209049998316914,0.042745100043248385,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F06,load,1,hist_gradient_boosting,F06,DET,6407,744,0.9184216999565251,0.011855099990498275,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F01,load,24,linear_regression,F01,DET,2712,744,0.006830900034401566,0.0012392000062391162,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F01,load,24,ridge,F01,DET,2712,744,0.012723000021651387,0.002233400009572506,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F01,load,24,random_forest,F01,42,2712,744,0.1682336999801919,0.040756599977612495,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F01,load,24,random_forest,F01,123,2712,744,0.17700530000729486,0.04034830001182854,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F01,load,24,random_forest,F01,2020,2712,744,0.17323070002021268,0.05273019999731332,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F01,load,24,random_forest,F01,2025,2712,744,0.21146789996419102,0.04276899999240413,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F01,load,24,random_forest,F01,31415,2712,744,0.1711310999817215,0.03999459999613464,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F01,load,24,extra_trees,F01,42,2712,744,0.11457729997346178,0.038239400018937886,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F01,load,24,extra_trees,F01,123,2712,744,0.1029143999912776,0.03938820003531873,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F01,load,24,extra_trees,F01,2020,2712,744,0.10395250003784895,0.03888929996173829,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F01,load,24,extra_trees,F01,2025,2712,744,0.12319079996086657,0.0461609999765642,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F01,load,24,extra_trees,F01,31415,2712,744,0.1093239999609068,0.04091120004886761,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F01,load,24,hist_gradient_boosting,F01,DET,2712,744,0.7860324999783188,0.01086749997921288,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F02,load,24,linear_regression,F02,DET,3456,720,0.010813000029884279,0.0016270999913103878,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F02,load,24,ridge,F02,DET,3456,720,0.018787099979817867,0.003762100008316338,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F02,load,24,random_forest,F02,42,3456,720,0.21064920001663268,0.05316619999939576,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F02,load,24,random_forest,F02,123,3456,720,0.20540550001896918,0.039758099999744445,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F02,load,24,random_forest,F02,2020,3456,720,0.18951399996876717,0.03873610001755878,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F02,load,24,random_forest,F02,2025,3456,720,0.2210719000431709,0.04331409995211288,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F02,load,24,random_forest,F02,31415,3456,720,0.22242510004434735,0.04122989997267723,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F02,load,24,extra_trees,F02,42,3456,720,0.14198159996885806,0.04509249998955056,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F02,load,24,extra_trees,F02,123,3456,720,0.10522110003512353,0.04132590000517666,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F02,load,24,extra_trees,F02,2020,3456,720,0.10129469999810681,0.03882079996401444,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F02,load,24,extra_trees,F02,2025,3456,720,0.10244429996237159,0.040161200042348355,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F02,load,24,extra_trees,F02,31415,3456,720,0.10900999995646998,0.03995100001338869,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F02,load,24,hist_gradient_boosting,F02,DET,3456,720,0.8053922000108287,0.010590000019874424,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F03,load,24,linear_regression,F03,DET,4176,744,0.012795299990102649,0.0019477000460028648,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F03,load,24,ridge,F03,DET,4176,744,0.02660639997338876,0.0036903000436723232,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F03,load,24,random_forest,F03,42,4176,744,0.2325158000458032,0.04324029997223988,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F03,load,24,random_forest,F03,123,4176,744,0.24279189994558692,0.03975420002825558,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F03,load,24,random_forest,F03,2020,4176,744,0.2555900000152178,0.04017059999750927,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F03,load,24,random_forest,F03,2025,4176,744,0.26995639997767285,0.04179029999068007,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F03,load,24,random_forest,F03,31415,4176,744,0.27208989998325706,0.039861699973698705,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F03,load,24,extra_trees,F03,42,4176,744,0.10817289998522028,0.03957209998043254,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F03,load,24,extra_trees,F03,123,4176,744,0.12549169996054843,0.04038590000709519,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F03,load,24,extra_trees,F03,2020,4176,744,0.1147923999815248,0.03889329999219626,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F03,load,24,extra_trees,F03,2025,4176,744,0.12252479995368049,0.039846900035627186,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F03,load,24,extra_trees,F03,31415,4176,744,0.14095029997406527,0.03952140000183135,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F03,load,24,hist_gradient_boosting,F03,DET,4176,744,0.8300045999931172,0.011295499978587031,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F04,load,24,linear_regression,F04,DET,4920,744,0.015831299999263138,0.0019502000068314373,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F04,load,24,ridge,F04,DET,4920,744,0.029388500028289855,0.0040491000399924815,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F04,load,24,random_forest,F04,42,4920,744,0.2538217999972403,0.038738700037356466,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F04,load,24,random_forest,F04,123,4920,744,0.25226340000517666,0.04293090000282973,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F04,load,24,random_forest,F04,2020,4920,744,0.25420090003171936,0.04135749995475635,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F04,load,24,random_forest,F04,2025,4920,744,0.26552240003366023,0.05143819999648258,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F04,load,24,random_forest,F04,31415,4920,744,0.25429800001438707,0.03936150000663474,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F04,load,24,extra_trees,F04,42,4920,744,0.15610389999346808,0.03984959999797866,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F04,load,24,extra_trees,F04,123,4920,744,0.12123150000115857,0.04161379998549819,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F04,load,24,extra_trees,F04,2020,4920,744,0.12573049997445196,0.05215130001306534,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F04,load,24,extra_trees,F04,2025,4920,744,0.124572700005956,0.038692999980412424,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F04,load,24,extra_trees,F04,31415,4920,744,0.1312041999772191,0.05190959997707978,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F04,load,24,hist_gradient_boosting,F04,DET,4920,744,0.8319128000293858,0.011278300022240728,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F05,load,24,linear_regression,F05,DET,5664,720,0.01688449998619035,0.0019373999675735831,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F05,load,24,ridge,F05,DET,5664,720,0.03889379999600351,0.0036014000070281327,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F05,load,24,random_forest,F05,42,5664,720,0.39723329996922985,0.039161199994850904,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F05,load,24,random_forest,F05,123,5664,720,0.31911060004495084,0.042422200029250234,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F05,load,24,random_forest,F05,2020,5664,720,0.3256291000288911,0.03837759996531531,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F05,load,24,random_forest,F05,2025,5664,720,0.3299381000106223,0.039620299998205155,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F05,load,24,random_forest,F05,31415,5664,720,0.3170160999870859,0.041299099975731224,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F05,load,24,extra_trees,F05,42,5664,720,0.15777150000212714,0.041023399971891195,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F05,load,24,extra_trees,F05,123,5664,720,0.13220190000720322,0.038535699946805835,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F05,load,24,extra_trees,F05,2020,5664,720,0.13326380000216886,0.04302440001629293,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F05,load,24,extra_trees,F05,2025,5664,720,0.14421699999365956,0.04269659996498376,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F05,load,24,extra_trees,F05,31415,5664,720,0.16232089995173737,0.03905970003688708,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F05,load,24,hist_gradient_boosting,F05,DET,5664,720,0.8613628000020981,0.012140100006945431,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
LOAD-H24-LINEAR_REGRESSION-FULLV1-DET-F06,load,24,linear_regression,F06,DET,6384,744,0.019722299999557436,0.0019668000168167055,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
LOAD-H24-RIDGE-FULLV1-DET-F06,load,24,ridge,F06,DET,6384,744,0.041374400025233626,0.0028046999941579998,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
LOAD-H24-RANDOM_FOREST-FULLV1-S42-F06,load,24,random_forest,F06,42,6384,744,0.3176911000045948,0.0402104000095278,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S123-F06,load,24,random_forest,F06,123,6384,744,0.2995204000035301,0.0417860999586992,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2020-F06,load,24,random_forest,F06,2020,6384,744,0.30983850004849955,0.0386162000359036,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-RANDOM_FOREST-FULLV1-S2025-F06,load,24,random_forest,F06,2025,6384,744,0.31632569996872917,0.03893370000878349,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
