experiment_id,target,horizon,model,fold,seed,train_samples,validation_samples,training_seconds,prediction_seconds,negative_prediction_count,negative_prediction_percentage,complexity,hyperparameters
LOAD-H24-RANDOM_FOREST-FULLV1-S31415-F06,load,24,random_forest,F06,31415,6384,744,0.34943469997961074,0.03992290003225207,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S42-F06,load,24,extra_trees,F06,42,6384,744,0.1636947999941185,0.0427176000084728,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S123-F06,load,24,extra_trees,F06,123,6384,744,0.13643279997631907,0.04140780004672706,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2020-F06,load,24,extra_trees,F06,2020,6384,744,0.20439209998585284,0.038725399994291365,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S2025-F06,load,24,extra_trees,F06,2025,6384,744,0.13579180004308,0.04031330003635958,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-EXTRA_TREES-FULLV1-S31415-F06,load,24,extra_trees,F06,31415,6384,744,0.17080419999547303,0.040614400000777096,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
LOAD-H24-HIST_GRADIENT_BOOSTING-FULLV1-DET-F06,load,24,hist_gradient_boosting,F06,DET,6384,744,0.8734896999667399,0.01125280000269413,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F01,wind,1,linear_regression,F01,DET,2735,744,0.00612210005056113,0.0011696000001393259,5,0.6720430107526881,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F01,wind,1,ridge,F01,DET,2735,744,0.013104200013913214,0.0021940000005997717,5,0.6720430107526881,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F01,wind,1,random_forest,F01,42,2735,744,0.22925279999617487,0.03893959999550134,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S123-F01,wind,1,random_forest,F01,123,2735,744,0.16509929997846484,0.03866189997643232,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2020-F01,wind,1,random_forest,F01,2020,2735,744,0.16934919997584075,0.03907719999551773,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2025-F01,wind,1,random_forest,F01,2025,2735,744,0.19182730000466108,0.03939299995545298,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S31415-F01,wind,1,random_forest,F01,31415,2735,744,0.19573390000732616,0.03863259998615831,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S42-F01,wind,1,extra_trees,F01,42,2735,744,0.09455229999730363,0.041454399994108826,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S123-F01,wind,1,extra_trees,F01,123,2735,744,0.09456200001295656,0.040619099978357553,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2020-F01,wind,1,extra_trees,F01,2020,2735,744,0.09613019996322691,0.040198000031523407,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2025-F01,wind,1,extra_trees,F01,2025,2735,744,0.10202930000377819,0.0383680000086315,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S31415-F01,wind,1,extra_trees,F01,31415,2735,744,0.1180449000094086,0.04184199997689575,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F01,wind,1,hist_gradient_boosting,F01,DET,2735,744,0.8046163000399247,0.011336399998981506,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F02,wind,1,linear_regression,F02,DET,3479,720,0.011159999994561076,0.001552900008391589,2,0.2777777777777778,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F02,wind,1,ridge,F02,DET,3479,720,0.026273600000422448,0.0036289000418037176,2,0.2777777777777778,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F02,wind,1,random_forest,F02,42,3479,720,0.266808399988804,0.043256300035864115,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S123-F02,wind,1,random_forest,F02,123,3479,720,0.20731219998560846,0.038377100019715726,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2020-F02,wind,1,random_forest,F02,2020,3479,720,0.288944200030528,0.039928399957716465,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2025-F02,wind,1,random_forest,F02,2025,3479,720,0.19074809999438003,0.043227899994235486,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S31415-F02,wind,1,random_forest,F02,31415,3479,720,0.21994490001816303,0.04005200002575293,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S42-F02,wind,1,extra_trees,F02,42,3479,720,0.11938950000330806,0.04162809997797012,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S123-F02,wind,1,extra_trees,F02,123,3479,720,0.1254402999766171,0.03980480000609532,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2020-F02,wind,1,extra_trees,F02,2020,3479,720,0.10607149999123067,0.03895110002486035,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2025-F02,wind,1,extra_trees,F02,2025,3479,720,0.12708209996344522,0.0427740000304766,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S31415-F02,wind,1,extra_trees,F02,31415,3479,720,0.10395690001314506,0.04165810003178194,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F02,wind,1,hist_gradient_boosting,F02,DET,3479,720,0.8275616999599151,0.011467200005427003,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F03,wind,1,linear_regression,F03,DET,4199,744,0.013878399971872568,0.002154999994672835,4,0.5376344086021505,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F03,wind,1,ridge,F03,DET,4199,744,0.030020600010175258,0.0037287999875843525,4,0.5376344086021505,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F03,wind,1,random_forest,F03,42,4199,744,0.23843530000885949,0.03973700001370162,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S123-F03,wind,1,random_forest,F03,123,4199,744,0.23825090000173077,0.03902990004280582,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2020-F03,wind,1,random_forest,F03,2020,4199,744,0.2960274000070058,0.044756899995263666,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2025-F03,wind,1,random_forest,F03,2025,4199,744,0.27641239995136857,0.04173669998999685,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S31415-F03,wind,1,random_forest,F03,31415,4199,744,0.22103220003191382,0.041989199991803616,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S42-F03,wind,1,extra_trees,F03,42,4199,744,0.12804330000653863,0.04137839999748394,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S123-F03,wind,1,extra_trees,F03,123,4199,744,0.11208589997841045,0.04287060000933707,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2020-F03,wind,1,extra_trees,F03,2020,4199,744,0.14429679996101186,0.05223010003101081,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2025-F03,wind,1,extra_trees,F03,2025,4199,744,0.1646401999751106,0.04310990002704784,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S31415-F03,wind,1,extra_trees,F03,31415,4199,744,0.11263220000546426,0.04114009998738766,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F03,wind,1,hist_gradient_boosting,F03,DET,4199,744,0.8097857999964617,0.013026500004343688,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F04,wind,1,linear_regression,F04,DET,4943,744,0.015181199996732175,0.001533699978608638,3,0.4032258064516129,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F04,wind,1,ridge,F04,DET,4943,744,0.03058199997758493,0.00296770001295954,3,0.4032258064516129,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F04,wind,1,random_forest,F04,42,4943,744,0.2853906999807805,0.040941899991594255,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S123-F04,wind,1,random_forest,F04,123,4943,744,0.2926669000298716,0.0450826000305824,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2020-F04,wind,1,random_forest,F04,2020,4943,744,0.2837085000355728,0.04097189998719841,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2025-F04,wind,1,random_forest,F04,2025,4943,744,0.34684730001026765,0.0433074000175111,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S31415-F04,wind,1,random_forest,F04,31415,4943,744,0.2763544000335969,0.0394281999906525,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S42-F04,wind,1,extra_trees,F04,42,4943,744,0.15503020002506673,0.04408710001735017,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S123-F04,wind,1,extra_trees,F04,123,4943,744,0.12732160004088655,0.04116369999246672,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2020-F04,wind,1,extra_trees,F04,2020,4943,744,0.11608099995646626,0.03939900000113994,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2025-F04,wind,1,extra_trees,F04,2025,4943,744,0.16119780001463369,0.05114519997732714,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S31415-F04,wind,1,extra_trees,F04,31415,4943,744,0.11572449997765943,0.04189509997377172,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F04,wind,1,hist_gradient_boosting,F04,DET,4943,744,0.8250164000201039,0.010940500011201948,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F05,wind,1,linear_regression,F05,DET,5687,720,0.016981000022497028,0.0018054000101983547,3,0.4166666666666667,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F05,wind,1,ridge,F05,DET,5687,720,0.03864789998624474,0.0027267999830655754,3,0.4166666666666667,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F05,wind,1,random_forest,F05,42,5687,720,0.302752599993255,0.04221440001856536,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S123-F05,wind,1,random_forest,F05,123,5687,720,0.27617129997815937,0.04059920000145212,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2020-F05,wind,1,random_forest,F05,2020,5687,720,0.28802430001087487,0.04058739996980876,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S2025-F05,wind,1,random_forest,F05,2025,5687,720,0.35455709998495877,0.04245110001647845,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-RANDOM_FOREST-FULLV1-S31415-F05,wind,1,random_forest,F05,31415,5687,720,0.2829228999908082,0.039289899985305965,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S42-F05,wind,1,extra_trees,F05,42,5687,720,0.16708639997523278,0.03909109998494387,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S123-F05,wind,1,extra_trees,F05,123,5687,720,0.14024209999479353,0.0427915999898687,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2020-F05,wind,1,extra_trees,F05,2020,5687,720,0.13779649999924004,0.04275799996685237,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S2025-F05,wind,1,extra_trees,F05,2025,5687,720,0.15093760000308976,0.04570859996601939,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-EXTRA_TREES-FULLV1-S31415-F05,wind,1,extra_trees,F05,31415,5687,720,0.15642650000518188,0.03794059995561838,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
WIND-H1-HIST_GRADIENT_BOOSTING-FULLV1-DET-F05,wind,1,hist_gradient_boosting,F05,DET,5687,720,0.8421065000002272,0.011084099998697639,0,0.0,"{""iterations"": 200}","{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": null, ""max_iter"": 200, ""max_leaf_nodes"": 31}"
WIND-H1-LINEAR_REGRESSION-FULLV1-DET-F06,wind,1,linear_regression,F06,DET,6407,744,0.01760730001842603,0.001221399987116456,0,0.0,"{""coefficient_count"": 12}","{""fit_intercept"": true}"
WIND-H1-RIDGE-FULLV1-DET-F06,wind,1,ridge,F06,DET,6407,744,0.04226229997584596,0.0038480000221170485,0,0.0,"{""coefficient_count"": 12}","{""alpha"": 1.0, ""fit_intercept"": true, ""scaling"": ""StandardScaler inside training-fold pipeline"", ""solver"": ""auto""}"
WIND-H1-RANDOM_FOREST-FULLV1-S42-F06,wind,1,random_forest,F06,42,6407,744,0.30636190000222996,0.03917040000669658,0,0.0,"{""estimator_count"": 50, ""max_tree_depth"": 12, ""mean_tree_depth"": 12.0}","{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 50, ""n_jobs"": -1}"
