target,horizon,model,dimension,slice,samples,MAE
load,24,hist_gradient_boosting,hour,9,184,307.8795679180289
load,24,hist_gradient_boosting,output_quartile,middle_output,2207,309.0672312131176
load,24,hist_gradient_boosting,hour,10,184,379.9337545850212
load,24,hist_gradient_boosting,hour,11,184,443.6432649684761
load,24,hist_gradient_boosting,hour,12,184,501.5207680418619
load,24,hist_gradient_boosting,hour,13,184,569.0862167622024
load,24,hist_gradient_boosting,hour,14,184,624.6947184396524
load,24,hist_gradient_boosting,hour,15,184,643.7815410285721
load,24,hist_gradient_boosting,hour,16,184,624.0221503009643
load,24,hist_gradient_boosting,hour,17,184,536.2424714295478
load,24,hist_gradient_boosting,hour,18,184,450.00715914138965
load,24,hist_gradient_boosting,hour,19,184,415.35425639516706
load,24,hist_gradient_boosting,hour,20,184,353.6903621905818
load,24,hist_gradient_boosting,hour,21,184,270.62711257446597
load,24,hist_gradient_boosting,hour,22,184,222.74343637857245
load,24,hist_gradient_boosting,hour,23,184,201.7160544268443
load,24,hist_gradient_boosting,output_quartile,high_output,1104,581.7229189260851
load,24,hist_gradient_boosting,target_condition,higher_demand_q4,1104,581.7229189260851
load,24,hist_gradient_boosting,month,6,720,692.5419332859674
load,24,hist_gradient_boosting,month,7,744,271.24804501044355
load,24,hist_gradient_boosting,month,8,744,242.51328439085884
load,24,hist_gradient_boosting,month,9,720,279.66146709509326
load,24,hist_gradient_boosting,month,10,744,138.5391724188129
wind,1,linear_regression,hour,0,184,84.669210828279
wind,1,linear_regression,month,5,744,83.4945650426086
wind,1,linear_regression,output_quartile,low_output,1105,23.0939407722506
wind,1,linear_regression,target_condition,low_generation_q1,1105,23.0939407722506
wind,1,linear_regression,hour,1,184,84.45279013559777
wind,1,linear_regression,hour,2,184,78.5593018058041
wind,1,linear_regression,hour,3,184,69.43451529461532
wind,1,linear_regression,hour,4,184,61.411244304054584
wind,1,linear_regression,hour,5,184,62.73507404243126
wind,1,linear_regression,output_quartile,middle_output,2207,70.27442286464262
wind,1,linear_regression,target_condition,middle_generation,2207,70.27442286464262
wind,1,linear_regression,hour,6,184,74.31701642035169
wind,1,linear_regression,hour,7,184,65.48727425273414
wind,1,linear_regression,hour,8,184,59.59304251185411
wind,1,linear_regression,hour,9,184,56.42781296732636
wind,1,linear_regression,hour,10,184,49.55403212662569
wind,1,linear_regression,hour,11,184,49.56832534307123
wind,1,linear_regression,hour,12,184,41.20021051829416
wind,1,linear_regression,hour,13,184,42.94300990128169
wind,1,linear_regression,hour,14,184,51.09283884619733
wind,1,linear_regression,hour,15,184,62.0627877861749
wind,1,linear_regression,hour,16,184,70.89129197505673
wind,1,linear_regression,hour,17,184,80.2217777592593
wind,1,linear_regression,hour,18,184,84.56759803817368
wind,1,linear_regression,hour,19,184,114.39252647697947
wind,1,linear_regression,hour,20,184,94.03828675711127
wind,1,linear_regression,hour,21,184,98.0614585008534
wind,1,linear_regression,hour,22,184,100.45112973544155
wind,1,linear_regression,hour,23,184,80.85155279083898
wind,1,linear_regression,output_quartile,high_output,1104,122.5639676287897
wind,1,linear_regression,target_condition,high_generation_q4,1104,122.5639676287897
wind,1,linear_regression,month,6,720,73.46746662286151
wind,1,linear_regression,month,7,744,63.488835683059634
wind,1,linear_regression,month,8,744,63.31498200275573
wind,1,linear_regression,month,9,720,69.15104200861683
wind,1,linear_regression,month,10,744,76.31418429190215
wind,1,ridge,hour,0,184,84.71426558208715
wind,1,ridge,month,5,744,83.51211287672004
wind,1,ridge,output_quartile,low_output,1105,23.168594996389906
wind,1,ridge,target_condition,low_generation_q1,1105,23.168594996389906
wind,1,ridge,hour,1,184,84.52125259186185
wind,1,ridge,hour,2,184,78.57031443121373
wind,1,ridge,hour,3,184,69.44622256917864
wind,1,ridge,hour,4,184,61.429712220949746
wind,1,ridge,hour,5,184,62.74960224563668
wind,1,ridge,output_quartile,middle_output,2207,70.29184169044116
wind,1,ridge,target_condition,middle_generation,2207,70.29184169044116
wind,1,ridge,hour,6,184,74.32776195524985
wind,1,ridge,hour,7,184,65.48610198278678
wind,1,ridge,hour,8,184,59.559212032868345
wind,1,ridge,hour,9,184,56.43255742585825
wind,1,ridge,hour,10,184,49.59121713658695
wind,1,ridge,hour,11,184,49.6026642369981
wind,1,ridge,hour,12,184,41.23011897127784
wind,1,ridge,hour,13,184,42.99938741972159
wind,1,ridge,hour,14,184,51.121796190046275
wind,1,ridge,hour,15,184,62.10764862417655
wind,1,ridge,hour,16,184,70.94052644894683
wind,1,ridge,hour,17,184,80.28421338185215
wind,1,ridge,hour,18,184,84.58121232346663
wind,1,ridge,hour,19,184,114.45600888270383
wind,1,ridge,hour,20,184,94.11192404874056
wind,1,ridge,hour,21,184,98.06384272048089
wind,1,ridge,hour,22,184,100.50045107538234
wind,1,ridge,hour,23,184,80.94141373811486
wind,1,ridge,output_quartile,high_output,1104,122.58531042902517
wind,1,ridge,target_condition,high_generation_q4,1104,122.58531042902517
wind,1,ridge,month,6,720,73.5325083529269
wind,1,ridge,month,7,744,63.51863988933026
wind,1,ridge,month,8,744,63.338247903367765
wind,1,ridge,month,9,720,69.18598125217804
wind,1,ridge,month,10,744,76.34102927652651
wind,1,random_forest,hour,0,184,87.37648495722347
wind,1,random_forest,month,5,744,89.70807331436657
wind,1,random_forest,output_quartile,low_output,1105,16.55325982576355
wind,1,random_forest,target_condition,low_generation_q1,1105,16.55325982576355
wind,1,random_forest,hour,1,184,88.08919775792761
wind,1,random_forest,hour,2,184,91.9051346232286
wind,1,random_forest,hour,3,184,70.80600639488462
wind,1,random_forest,hour,4,184,69.09214437335099
wind,1,random_forest,hour,5,184,68.29487256339921
wind,1,random_forest,output_quartile,middle_output,2207,76.4690359347818
wind,1,random_forest,target_condition,middle_generation,2207,76.4690359347818
wind,1,random_forest,hour,6,184,78.03482842745548
wind,1,random_forest,hour,7,184,87.05370795064701
wind,1,random_forest,hour,8,184,67.96842148311678
wind,1,random_forest,hour,9,184,61.476430195872716
wind,1,random_forest,hour,10,184,54.41530777329192
wind,1,random_forest,hour,11,184,56.61477924742242
wind,1,random_forest,hour,12,184,51.55750713727786
wind,1,random_forest,hour,13,184,48.64743427841641
wind,1,random_forest,hour,14,184,50.943068553171614
wind,1,random_forest,hour,15,184,62.63523547908249
wind,1,random_forest,hour,16,184,71.57880053325536
wind,1,random_forest,hour,17,184,82.3320973896234
wind,1,random_forest,hour,18,184,82.2168850130279
wind,1,random_forest,hour,19,184,116.63724897966814
wind,1,random_forest,hour,20,184,84.51498325736814
wind,1,random_forest,hour,21,184,88.04073531588122
wind,1,random_forest,hour,22,184,97.80934834169939
wind,1,random_forest,hour,23,184,85.9464698123888
wind,1,random_forest,output_quartile,high_output,1104,131.22746148078372
wind,1,random_forest,target_condition,high_generation_q4,1104,131.22746148078372
wind,1,random_forest,month,6,720,79.53255210633753
wind,1,random_forest,month,7,744,64.925171301255
wind,1,random_forest,month,8,744,66.80030670106963
wind,1,random_forest,month,9,720,69.30332579906859
wind,1,random_forest,month,10,744,80.67908282097679
wind,1,extra_trees,hour,0,184,87.66896715360495
wind,1,extra_trees,month,5,744,87.80970531276147
wind,1,extra_trees,output_quartile,low_output,1105,17.597027524540852
wind,1,extra_trees,target_condition,low_generation_q1,1105,17.597027524540852
wind,1,extra_trees,hour,1,184,85.08200806679187
wind,1,extra_trees,hour,2,184,84.41875490637277
wind,1,extra_trees,hour,3,184,69.5311785365365
wind,1,extra_trees,hour,4,184,63.471652361950184
wind,1,extra_trees,hour,5,184,62.87086143685595
wind,1,extra_trees,output_quartile,middle_output,2207,71.05660188995078
wind,1,extra_trees,target_condition,middle_generation,2207,71.05660188995078
wind,1,extra_trees,hour,6,184,79.67240095762641
wind,1,extra_trees,hour,7,184,81.13861625010134
wind,1,extra_trees,hour,8,184,67.16052263588861
wind,1,extra_trees,hour,9,184,58.7972716041405
wind,1,extra_trees,hour,10,184,52.63889309667535
wind,1,extra_trees,hour,11,184,54.94731012814562
wind,1,extra_trees,hour,12,184,48.26637955498521
wind,1,extra_trees,hour,13,184,45.642151758566186
wind,1,extra_trees,hour,14,184,51.085198369563564
wind,1,extra_trees,hour,15,184,59.4259715296238
wind,1,extra_trees,hour,16,184,65.48039495768309
wind,1,extra_trees,hour,17,184,79.2769731735634
wind,1,extra_trees,hour,18,184,75.9661641471738
wind,1,extra_trees,hour,19,184,113.20316853886102
wind,1,extra_trees,hour,20,184,81.04904881661638
wind,1,extra_trees,hour,21,184,86.17803314847663
wind,1,extra_trees,hour,22,184,93.577279566443
wind,1,extra_trees,hour,23,184,81.24622888767614
wind,1,extra_trees,output_quartile,high_output,1104,128.3040971537162
wind,1,extra_trees,target_condition,high_generation_q4,1104,128.3040971537162
wind,1,extra_trees,month,6,720,75.2125389285111
wind,1,extra_trees,month,7,744,63.3156738185514
wind,1,extra_trees,month,8,744,61.69202568030337
wind,1,extra_trees,month,9,720,66.5584721724426
wind,1,extra_trees,month,10,744,77.28908853617278
wind,1,hist_gradient_boosting,hour,0,184,98.40705771969478
wind,1,hist_gradient_boosting,month,5,744,92.64673094841348
wind,1,hist_gradient_boosting,output_quartile,low_output,1105,31.25930821898209
wind,1,hist_gradient_boosting,target_condition,low_generation_q1,1105,31.25930821898209
wind,1,hist_gradient_boosting,hour,1,184,91.5302352766619
wind,1,hist_gradient_boosting,hour,2,184,88.37690036913989
wind,1,hist_gradient_boosting,hour,3,184,73.33799256667396
wind,1,hist_gradient_boosting,hour,4,184,70.86990387959148
wind,1,hist_gradient_boosting,hour,5,184,73.48429289813758
wind,1,hist_gradient_boosting,output_quartile,middle_output,2207,75.62896493730867
wind,1,hist_gradient_boosting,target_condition,middle_generation,2207,75.62896493730867
wind,1,hist_gradient_boosting,hour,6,184,81.60891661996588
wind,1,hist_gradient_boosting,hour,7,184,79.75824645808753
wind,1,hist_gradient_boosting,hour,8,184,74.77779550883797
wind,1,hist_gradient_boosting,hour,9,184,63.456750481577934
wind,1,hist_gradient_boosting,hour,10,184,58.44062467298632
wind,1,hist_gradient_boosting,hour,11,184,65.75823721730539
wind,1,hist_gradient_boosting,hour,12,184,56.71345283418709
wind,1,hist_gradient_boosting,hour,13,184,53.55700263610795
wind,1,hist_gradient_boosting,hour,14,184,53.61774869614334
wind,1,hist_gradient_boosting,hour,15,184,66.95200270616834
wind,1,hist_gradient_boosting,hour,16,184,78.42684723039241
wind,1,hist_gradient_boosting,hour,17,184,89.29294860882455
wind,1,hist_gradient_boosting,hour,18,184,87.48720985299953
wind,1,hist_gradient_boosting,hour,19,184,123.93300171658284
wind,1,hist_gradient_boosting,hour,20,184,90.71015922533026
wind,1,hist_gradient_boosting,hour,21,184,94.44042481111444
wind,1,hist_gradient_boosting,hour,22,184,101.56109934849104
wind,1,hist_gradient_boosting,hour,23,184,89.98207932813179
wind,1,hist_gradient_boosting,output_quartile,high_output,1104,135.26977359003737
wind,1,hist_gradient_boosting,target_condition,high_generation_q4,1104,135.26977359003737
wind,1,hist_gradient_boosting,month,6,720,90.26888245529798
wind,1,hist_gradient_boosting,month,7,744,70.26310026885432
wind,1,hist_gradient_boosting,month,8,744,67.65221060739562
wind,1,hist_gradient_boosting,month,9,720,71.7437210029832
wind,1,hist_gradient_boosting,month,10,744,84.14685165928046
wind,24,linear_regression,hour,0,184,571.9771248767454
wind,24,linear_regression,month,5,744,498.2425423376032
wind,24,linear_regression,output_quartile,low_output,1105,519.7858570342131
wind,24,linear_regression,target_condition,low_generation_q1,1105,519.7858570342131
wind,24,linear_regression,hour,1,184,570.4236651389809
wind,24,linear_regression,hour,2,184,548.2923823806303
wind,24,linear_regression,hour,3,184,541.766560859476
wind,24,linear_regression,hour,4,184,534.2041512376356
wind,24,linear_regression,hour,5,184,523.4633088140109
wind,24,linear_regression,output_quartile,middle_output,2207,354.05219017918927
wind,24,linear_regression,target_condition,middle_generation,2207,354.05219017918927
wind,24,linear_regression,hour,6,184,493.32167828205945
wind,24,linear_regression,hour,7,184,470.5086979973069
wind,24,linear_regression,hour,8,184,446.1379602381751
wind,24,linear_regression,hour,9,184,431.7250360710685
wind,24,linear_regression,hour,10,184,419.6595861435918
wind,24,linear_regression,hour,11,184,421.90648901918803
wind,24,linear_regression,hour,12,184,417.0640137643998
wind,24,linear_regression,hour,13,184,416.55555268076006
wind,24,linear_regression,hour,14,184,414.3612728691911
wind,24,linear_regression,hour,15,184,422.77654578855515
wind,24,linear_regression,hour,16,184,426.6138495978363
wind,24,linear_regression,hour,17,184,455.91669015474184
wind,24,linear_regression,hour,18,184,462.6193188625841
wind,24,linear_regression,hour,19,184,511.81110252967767
wind,24,linear_regression,hour,20,184,555.3276955446354
wind,24,linear_regression,hour,21,184,549.2050541103376
wind,24,linear_regression,hour,22,184,554.6682373505753
wind,24,linear_regression,hour,23,184,569.8778908413583
wind,24,linear_regression,output_quartile,high_output,1104,726.9902857246121
wind,24,linear_regression,target_condition,high_generation_q4,1104,726.9902857246121
wind,24,linear_regression,month,6,720,529.0715995628162
wind,24,linear_regression,month,7,744,442.67712171755267
wind,24,linear_regression,month,8,744,403.1186203425696
wind,24,linear_regression,month,9,720,524.7078932714697
wind,24,linear_regression,month,10,744,537.1883235963096
wind,24,ridge,hour,0,184,571.962845034238
wind,24,ridge,month,5,744,498.2263166005977
wind,24,ridge,output_quartile,low_output,1105,519.7827511307562
wind,24,ridge,target_condition,low_generation_q1,1105,519.7827511307562
wind,24,ridge,hour,1,184,570.4046354518675
wind,24,ridge,hour,2,184,548.2774215437873
wind,24,ridge,hour,3,184,541.7471219424182
wind,24,ridge,hour,4,184,534.1868646589883
wind,24,ridge,hour,5,184,523.4418616192933
wind,24,ridge,output_quartile,middle_output,2207,354.0322858837072
wind,24,ridge,target_condition,middle_generation,2207,354.0322858837072
wind,24,ridge,hour,6,184,493.298088163622
wind,24,ridge,hour,7,184,470.4932648659693
wind,24,ridge,hour,8,184,446.1341820597122
wind,24,ridge,hour,9,184,431.71752929219025
wind,24,ridge,hour,10,184,419.6563884963136
wind,24,ridge,hour,11,184,421.8995678566591
wind,24,ridge,hour,12,184,417.0508209458978
wind,24,ridge,hour,13,184,416.54691251697443
wind,24,ridge,hour,14,184,414.343403489585
wind,24,ridge,hour,15,184,422.7568953885799
wind,24,ridge,hour,16,184,426.60179371385186
wind,24,ridge,hour,17,184,455.9097322884932
wind,24,ridge,hour,18,184,462.6102306269828
wind,24,ridge,hour,19,184,511.7942383072614
wind,24,ridge,hour,20,184,555.3032316896262
wind,24,ridge,hour,21,184,549.1942113751245
wind,24,ridge,hour,22,184,554.6524108720165
wind,24,ridge,hour,23,184,569.8637224440253
wind,24,ridge,output_quartile,high_output,1104,726.9771032514245
wind,24,ridge,target_condition,high_generation_q4,1104,726.9771032514245
wind,24,ridge,month,6,720,529.1118881334837
wind,24,ridge,month,7,744,442.62076530031896
wind,24,ridge,month,8,744,403.09024403154433
wind,24,ridge,month,9,720,524.6983142056362
wind,24,ridge,month,10,744,537.1763451027991
wind,24,random_forest,hour,0,184,650.4664853444365
wind,24,random_forest,month,5,744,491.092363178892
wind,24,random_forest,output_quartile,low_output,1105,640.8335702052223
wind,24,random_forest,target_condition,low_generation_q1,1105,640.8335702052223
wind,24,random_forest,hour,1,184,656.1538678462139
wind,24,random_forest,hour,2,184,643.9683647992771
wind,24,random_forest,hour,3,184,618.1300960065529
wind,24,random_forest,hour,4,184,614.4645137588896
wind,24,random_forest,hour,5,184,613.3938073719743
wind,24,random_forest,output_quartile,middle_output,2207,491.7011970369643
wind,24,random_forest,target_condition,middle_generation,2207,491.7011970369643
wind,24,random_forest,hour,6,184,603.9529067196424
wind,24,random_forest,hour,7,184,593.063452181105
wind,24,random_forest,hour,8,184,582.3571859227917
wind,24,random_forest,hour,9,184,578.2579472314447
wind,24,random_forest,hour,10,184,565.1950124606107
wind,24,random_forest,hour,11,184,557.1559992976921
wind,24,random_forest,hour,12,184,547.2360281885153
wind,24,random_forest,hour,13,184,549.6194240697998
wind,24,random_forest,hour,14,184,538.9432385706511
wind,24,random_forest,hour,15,184,539.6186544338649
wind,24,random_forest,hour,16,184,532.6144132928201
wind,24,random_forest,hour,17,184,547.9696557784857
wind,24,random_forest,hour,18,184,558.9680032436396
wind,24,random_forest,hour,19,184,598.0478907214828
wind,24,random_forest,hour,20,184,618.9232585325694
wind,24,random_forest,hour,21,184,623.7847118917051
wind,24,random_forest,hour,22,184,639.8678629721097
wind,24,random_forest,hour,23,184,643.9677458687141
wind,24,random_forest,output_quartile,high_output,1104,744.9823731336659
wind,24,random_forest,target_condition,high_generation_q4,1104,744.9823731336659
wind,24,random_forest,month,6,720,1109.559922706447
wind,24,random_forest,month,7,744,364.3266254930784
wind,24,random_forest,month,8,744,521.8819236888961
wind,24,random_forest,month,9,720,520.0678023304044
wind,24,random_forest,month,10,744,561.4547527606185
wind,24,extra_trees,hour,0,184,598.7044430260302
wind,24,extra_trees,month,5,744,492.135548237992
wind,24,extra_trees,output_quartile,low_output,1105,570.3498165736881
wind,24,extra_trees,target_condition,low_generation_q1,1105,570.3498165736881
wind,24,extra_trees,hour,1,184,603.9001311738174
wind,24,extra_trees,hour,2,184,598.9362926498904
wind,24,extra_trees,hour,3,184,589.1383605152242
wind,24,extra_trees,hour,4,184,568.2271503958757
wind,24,extra_trees,hour,5,184,548.4952151716581
wind,24,extra_trees,output_quartile,middle_output,2207,391.9448350589387
wind,24,extra_trees,target_condition,middle_generation,2207,391.9448350589387
wind,24,extra_trees,hour,6,184,515.8474086534914
wind,24,extra_trees,hour,7,184,506.1786436954967
wind,24,extra_trees,hour,8,184,486.7587354844769
wind,24,extra_trees,hour,9,184,470.89192309943877
wind,24,extra_trees,hour,10,184,467.53181331083545
wind,24,extra_trees,hour,11,184,463.89074689390543
wind,24,extra_trees,hour,12,184,461.43394826947866
wind,24,extra_trees,hour,13,184,464.82221374934426
wind,24,extra_trees,hour,14,184,460.70285764134053
wind,24,extra_trees,hour,15,184,456.4427463904138
wind,24,extra_trees,hour,16,184,455.12489405479005
wind,24,extra_trees,hour,17,184,486.1303186608822
wind,24,extra_trees,hour,18,184,497.4074418499105
wind,24,extra_trees,hour,19,184,529.805324496523
wind,24,extra_trees,hour,20,184,553.7496989264422
wind,24,extra_trees,hour,21,184,549.0128064438184
wind,24,extra_trees,hour,22,184,553.3187372532311
wind,24,extra_trees,hour,23,184,556.9604871037981
wind,24,extra_trees,output_quartile,high_output,1104,719.5009710783133
wind,24,extra_trees,target_condition,high_generation_q4,1104,719.5009710783133
wind,24,extra_trees,month,6,720,788.0393765776956
wind,24,extra_trees,month,7,744,332.3024185671595
wind,24,extra_trees,month,8,744,430.656748806347
wind,24,extra_trees,month,9,720,545.8860489345057
wind,24,extra_trees,month,10,744,531.4127628705929
wind,24,hist_gradient_boosting,hour,0,184,679.1598058155985
wind,24,hist_gradient_boosting,month,5,744,472.85693633579166
wind,24,hist_gradient_boosting,output_quartile,low_output,1105,644.1017872439643
wind,24,hist_gradient_boosting,target_condition,low_generation_q1,1105,644.1017872439643
wind,24,hist_gradient_boosting,hour,1,184,697.5085202435795
wind,24,hist_gradient_boosting,hour,2,184,685.7028249240093
wind,24,hist_gradient_boosting,hour,3,184,670.3948449816543
wind,24,hist_gradient_boosting,hour,4,184,652.4096953637606
wind,24,hist_gradient_boosting,hour,5,184,629.9618281720151
wind,24,hist_gradient_boosting,output_quartile,middle_output,2207,508.7933412007845
wind,24,hist_gradient_boosting,target_condition,middle_generation,2207,508.7933412007845
wind,24,hist_gradient_boosting,hour,6,184,628.3080641477538
wind,24,hist_gradient_boosting,hour,7,184,604.5440913738171
wind,24,hist_gradient_boosting,hour,8,184,591.6674268945887
wind,24,hist_gradient_boosting,hour,9,184,575.2977679832434
wind,24,hist_gradient_boosting,hour,10,184,553.9825858947083
wind,24,hist_gradient_boosting,hour,11,184,540.5503398925974
wind,24,hist_gradient_boosting,hour,12,184,536.7466150763914
wind,24,hist_gradient_boosting,hour,13,184,534.012312869748
wind,24,hist_gradient_boosting,hour,14,184,526.1567091116775
wind,24,hist_gradient_boosting,hour,15,184,524.3043266311341
wind,24,hist_gradient_boosting,hour,16,184,518.0462281372209
wind,24,hist_gradient_boosting,hour,17,184,560.5833919505382
wind,24,hist_gradient_boosting,hour,18,184,570.0239027728946
wind,24,hist_gradient_boosting,hour,19,184,598.5054814425966
wind,24,hist_gradient_boosting,hour,20,184,639.9076315377896
wind,24,hist_gradient_boosting,hour,21,184,651.5546467092244
wind,24,hist_gradient_boosting,hour,22,184,676.9207314876902
wind,24,hist_gradient_boosting,hour,23,184,684.4048443385321
wind,24,hist_gradient_boosting,output_quartile,high_output,1104,759.9647379816997
wind,24,hist_gradient_boosting,target_condition,high_generation_q4,1104,759.9647379816997
wind,24,hist_gradient_boosting,month,6,720,1298.6619373984877
wind,24,hist_gradient_boosting,month,7,744,306.412666396273
wind,24,hist_gradient_boosting,month,8,744,546.3281634770904
wind,24,hist_gradient_boosting,month,9,720,501.2001585197087
wind,24,hist_gradient_boosting,month,10,744,526.202960411016
pv,1,linear_regression,hour,0,184,33.56530087630295
pv,1,linear_regression,month,5,744,57.909478285013236
pv,1,linear_regression,output_quartile,low_output,1875,43.09565651390138
pv,1,linear_regression,target_condition,nighttime_zero,1875,43.09565651390138
pv,1,linear_regression,hour,1,184,20.06814629588201
pv,1,linear_regression,hour,2,184,17.694619188221786
pv,1,linear_regression,hour,3,184,53.74195437190211
pv,1,linear_regression,hour,4,184,101.26470581244708
pv,1,linear_regression,hour,5,184,103.92915163379759
pv,1,linear_regression,output_quartile,middle_output,1437,93.39178392596696
pv,1,linear_regression,target_condition,middle_output,1437,93.39178392596696
pv,1,linear_regression,hour,6,184,139.16083502561537
pv,1,linear_regression,hour,7,184,65.62366906093844
pv,1,linear_regression,hour,8,184,40.39773042324109
pv,1,linear_regression,output_quartile,high_output,1104,41.006104941832966
pv,1,linear_regression,target_condition,high_output_q4,1104,41.006104941832966
pv,1,linear_regression,hour,9,184,27.282057229837203
pv,1,linear_regression,hour,10,184,36.7257825429683
pv,1,linear_regression,hour,11,184,44.917117598620024
pv,1,linear_regression,hour,12,184,47.02765449122705
pv,1,linear_regression,hour,13,184,53.03793273504521
pv,1,linear_regression,hour,14,184,55.97158625275357
pv,1,linear_regression,hour,15,184,44.487495036435355
pv,1,linear_regression,hour,16,184,81.74032737659027
pv,1,linear_regression,hour,17,184,121.1990069251099
pv,1,linear_regression,hour,18,184,127.83799335904143
pv,1,linear_regression,hour,19,184,99.2948768975652
pv,1,linear_regression,hour,20,184,22.07421815179731
pv,1,linear_regression,hour,21,184,13.81389710322531
pv,1,linear_regression,hour,22,184,26.72911184856792
pv,1,linear_regression,hour,23,184,36.9750978115805
pv,1,linear_regression,month,6,720,50.59772971469812
pv,1,linear_regression,month,7,744,49.42351267901828
pv,1,linear_regression,month,8,744,57.9948583164156
pv,1,linear_regression,month,9,720,65.36962107858433
pv,1,linear_regression,month,10,744,72.2831678563806
pv,1,ridge,hour,0,184,33.532424913502986
pv,1,ridge,month,5,744,57.9416553611039
pv,1,ridge,output_quartile,low_output,1875,43.090646780104265
pv,1,ridge,target_condition,nighttime_zero,1875,43.090646780104265
pv,1,ridge,hour,1,184,20.069504234680355
pv,1,ridge,hour,2,184,17.72295966946046
pv,1,ridge,hour,3,184,53.77973171805573
pv,1,ridge,hour,4,184,101.29200587162941
pv,1,ridge,hour,5,184,103.90392401876535
pv,1,ridge,output_quartile,middle_output,1437,93.38203405304057
pv,1,ridge,target_condition,middle_output,1437,93.38203405304057
pv,1,ridge,hour,6,184,139.22773519771235
pv,1,ridge,hour,7,184,65.51725245658629
pv,1,ridge,hour,8,184,40.31423968141555
pv,1,ridge,output_quartile,high_output,1104,41.056363014939464
pv,1,ridge,target_condition,high_output_q4,1104,41.056363014939464
pv,1,ridge,hour,9,184,27.25076328434232
pv,1,ridge,hour,10,184,36.81443539533081
pv,1,ridge,hour,11,184,45.00435094266755
pv,1,ridge,hour,12,184,47.06203413210134
pv,1,ridge,hour,13,184,53.1457891115861
pv,1,ridge,hour,14,184,56.10596753598214
pv,1,ridge,hour,15,184,44.51242119707497
pv,1,ridge,hour,16,184,81.69192616990756
pv,1,ridge,hour,17,184,121.12728846153696
pv,1,ridge,hour,18,184,127.8416034312682
pv,1,ridge,hour,19,184,99.24070865083426
pv,1,ridge,hour,20,184,22.064349181008023
pv,1,ridge,hour,21,184,13.833655858561498
pv,1,ridge,hour,22,184,26.728723815688603
pv,1,ridge,hour,23,184,36.95082689317049
pv,1,ridge,month,6,720,50.62193439282838
pv,1,ridge,month,7,744,49.39912753740895
pv,1,ridge,month,8,744,57.997715487469314
pv,1,ridge,month,9,720,65.3724938544927
pv,1,ridge,month,10,744,72.28943451366406
pv,1,random_forest,hour,0,184,0.024562440836282822
pv,1,random_forest,month,5,744,31.514113593919788
pv,1,random_forest,output_quartile,low_output,1875,0.17281712816796804
pv,1,random_forest,target_condition,nighttime_zero,1875,0.17281712816796804
pv,1,random_forest,hour,1,184,0.025252658227587176
pv,1,random_forest,hour,2,184,0.03258798431454369
pv,1,random_forest,hour,3,184,0.05186984249259753
pv,1,random_forest,hour,4,184,0.7375831856744355
pv,1,random_forest,hour,5,184,36.837242987390376
pv,1,random_forest,output_quartile,middle_output,1437,57.195360620224314
pv,1,random_forest,target_condition,middle_output,1437,57.195360620224314
pv,1,random_forest,hour,6,184,77.73546857478586
pv,1,random_forest,hour,7,184,53.219983031172106
pv,1,random_forest,hour,8,184,37.139832974198825
pv,1,random_forest,output_quartile,high_output,1104,29.016916292758435
pv,1,random_forest,target_condition,high_output_q4,1104,29.016916292758435
pv,1,random_forest,hour,9,184,31.753184578700814
pv,1,random_forest,hour,10,184,36.49669015400903
pv,1,random_forest,hour,11,184,32.252882494416106
pv,1,random_forest,hour,12,184,34.784457048076895
pv,1,random_forest,hour,13,184,33.989093085055195
pv,1,random_forest,hour,14,184,30.537195956209388
pv,1,random_forest,hour,15,184,48.670878866667685
pv,1,random_forest,hour,16,184,84.73846279443833
pv,1,random_forest,hour,17,184,60.48563213495623
pv,1,random_forest,hour,18,184,22.875554064747206
pv,1,random_forest,hour,19,184,0.05101030022117427
pv,1,random_forest,hour,20,184,0.027029463274335554
pv,1,random_forest,hour,21,184,0.027029463274335554
pv,1,random_forest,hour,22,184,0.027029463274335554
pv,1,random_forest,hour,23,184,0.025360985013465988
pv,1,random_forest,month,6,720,25.424565301158488
pv,1,random_forest,month,7,744,29.69635303221374
pv,1,random_forest,month,8,744,17.92532983952835
pv,1,random_forest,month,9,720,22.9898514715789
pv,1,random_forest,month,10,744,27.97450035881618
pv,1,extra_trees,hour,0,184,0.025375329271012527
pv,1,extra_trees,month,5,744,30.496846224738444
pv,1,extra_trees,output_quartile,low_output,1875,0.8495291008580396
pv,1,extra_trees,target_condition,nighttime_zero,1875,0.8495291008580396
pv,1,extra_trees,hour,1,184,0.04446413849062843
pv,1,extra_trees,hour,2,184,0.06317076023630226
pv,1,extra_trees,hour,3,184,0.1280530511008498
pv,1,extra_trees,hour,4,184,0.9090671157410147
pv,1,extra_trees,hour,5,184,52.92369490857011
pv,1,extra_trees,output_quartile,middle_output,1437,55.1140257810904
pv,1,extra_trees,target_condition,middle_output,1437,55.1140257810904
pv,1,extra_trees,hour,6,184,70.74150137225216
pv,1,extra_trees,hour,7,184,44.88198705909621
pv,1,extra_trees,hour,8,184,33.370379493936014
pv,1,extra_trees,output_quartile,high_output,1104,25.358347685100316
pv,1,extra_trees,target_condition,high_output_q4,1104,25.358347685100316
pv,1,extra_trees,hour,9,184,32.30333860439653
pv,1,extra_trees,hour,10,184,30.34459773338793
pv,1,extra_trees,hour,11,184,25.357635784827654
pv,1,extra_trees,hour,12,184,28.27171484674433
