run_id,evidence_status,target,model,framework,implementation_id,feature_set,feature_count,fold,seed,training_seconds,prediction_seconds,epochs,MAE,RMSE,sMAPE,nMAE,nRMSE
P10-wind-mlp-A_calendar_only-F04-S31415,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,31415,0.15553859999999986,0.0,12,501.80615,562.8121911437242,111.27346,1.204749,1.351213829306143
P10-wind-mlp-C_calendar_lags-F04-S42,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,42,0.1596385000002556,0.0,12,445.49115,518.2363722279632,107.69433,1.0695465,1.2441950690173464
P10-wind-mlp-C_calendar_lags-F04-S123,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,123,0.15797740000016347,0.0,12,465.79578,537.3912680719701,110.32925,1.1182944,1.2901826303577355
P10-wind-mlp-C_calendar_lags-F04-S2020,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,2020,0.16087189999961993,0.0,12,429.72794,513.3513051507709,106.20317,1.0317018,1.2324668756774393
P10-wind-mlp-C_calendar_lags-F04-S2025,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,2025,0.1391551000006075,0.0,12,379.04126,500.68855713906623,102.11413,0.9100119,1.2020658280461436
P10-wind-mlp-C_calendar_lags-F04-S31415,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,31415,0.12679639999987558,0.0,12,467.08652,548.4190060984394,108.35172,1.1213932,1.3166583044134976
P10-wind-mlp-E_full-F04-S42,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,42,0.12026959999911924,0.0,12,401.20422,501.4224921411085,103.56687,0.9632213,1.2038278778740907
P10-wind-mlp-E_full-F04-S123,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,123,0.12077010000029986,0.0,12,437.79657,526.147050500143,107.57347,1.0510732,1.2631872267011364
P10-wind-mlp-E_full-F04-S2020,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,2020,0.05205560000013065,0.0,5,450.96582,528.6421284763446,110.03443,1.0826902,1.2691774733938912
P10-wind-mlp-E_full-F04-S2025,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,2025,0.1201323000004777,0.0,12,419.4805,510.6924221094337,106.28323,1.0070995,1.2260833616162718
P10-wind-mlp-E_full-F04-S31415,VALID,wind,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,31415,0.13605920000009064,0.0,12,421.6943,520.1829305638546,107.11736,1.0124145,1.2488684158005114
P10-pv-random_forest-A_calendar_only-F01-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F01,42,0.2226835999999821,0.07207720000042173,N/A,153.33626664733626,205.42430168293654,108.59340807601845,0.32033317153359636,0.42914973415594443
P10-pv-random_forest-B_lags_only-F01-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F01,42,0.22220850000030623,0.07603859999926499,N/A,62.716425583204284,112.21090053934485,91.30910689071897,0.13102022081002332,0.2344186045241353
P10-pv-random_forest-C_calendar_lags-F01-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F01,42,0.2212059000003137,0.07655849999991915,N/A,90.47727485200677,137.86323496421568,94.97173731924562,0.18901511715893676,0.28800862483197665
P10-pv-random_forest-D_calendar_lags_rolling-F01-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F01,42,0.2176086999998006,0.07911969999986468,N/A,80.3596391586596,121.84542292661375,93.56879450723483,0.1678784715307662,0.2545459832585053
P10-pv-random_forest-E_full-F01-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F01,42,0.22258010000041395,0.08047010000063892,N/A,74.11693683425919,115.23075890248894,92.7263571393808,0.15483690818610343,0.24072735866429623
P10-pv-mlp-A_calendar_only-F01-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,42,0.0831545000000915,0.0,12,332.42435,365.74923103131744,118.738625,0.69446415,0.764082846960793
P10-pv-mlp-A_calendar_only-F01-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,123,0.0693570000003092,0.0,12,341.0435,386.4408509073543,121.329636,0.71247035,0.8073094910156072
P10-pv-mlp-A_calendar_only-F01-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,2020,0.07294780000029277,0.0,12,332.8019,424.4214628467792,131.34474,0.69525295,0.8866543853798663
P10-pv-mlp-A_calendar_only-F01-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,2025,0.07475419999991573,0.0,12,353.4952,418.37190019765904,127.86077,0.7384831,0.8740163080863789
P10-pv-mlp-A_calendar_only-F01-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,31415,0.07388649999938934,0.0,12,399.07904,430.0254716292978,123.27213,0.8337118,0.8983616608069839
P10-pv-mlp-C_calendar_lags-F01-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,42,0.0740527000007205,0.0,12,306.03937,335.43127556177586,115.03813,0.6393436,0.7007459271158014
P10-pv-mlp-C_calendar_lags-F01-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,123,0.0758255000000645,0.0,12,260.9592,279.03283016967737,105.73297,0.5451671,0.5829245318449319
P10-pv-mlp-C_calendar_lags-F01-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,2020,0.07169539999995322,0.0,12,235.12215,269.4380871601118,110.35129,0.49119118,0.5628802557874429
P10-pv-mlp-C_calendar_lags-F01-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,2025,0.06485360000078799,0.0,12,230.31786,311.09659874386284,116.16769,0.4811546,0.6499086113667775
P10-pv-mlp-C_calendar_lags-F01-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,31415,0.07004719999986264,0.0,12,266.96408,303.75047582267257,113.42386,0.55771184,0.6345619037334636
P10-pv-mlp-E_full-F01-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,42,0.06781299999965995,0.0,12,203.63371,243.3419180135227,106.905495,0.42540902,0.5083630250606096
P10-pv-mlp-E_full-F01-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,123,0.08695549999993091,0.0,12,236.80675,279.4655753621544,111.11113,0.49471048,0.5838285752457727
P10-pv-mlp-E_full-F01-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,2020,0.09482930000012857,0.0,12,299.22815,367.6539005981033,121.65379,0.6251143,0.7680618719911552
P10-pv-mlp-E_full-F01-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,2025,0.09443110000029264,0.0,12,282.24506,320.8961572689832,114.83223,0.58963513,0.6703807653497662
P10-pv-mlp-E_full-F01-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,31415,0.08684030000040366,0.0,12,300.4803,346.4957611573336,118.00395,0.6277302,0.7238606268519344
P10-pv-random_forest-A_calendar_only-F02-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F02,42,0.30455890000030195,0.11613739999938844,N/A,90.96058357475951,135.1722333685169,97.165022448959,0.1946492741763715,0.2892591063068109
P10-pv-random_forest-B_lags_only-F02-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F02,42,0.3014395999998669,0.10559749999993073,N/A,52.66120489299527,101.46759497599552,86.745560363609,0.1126912878835036,0.21713354222564735
P10-pv-random_forest-C_calendar_lags-F02-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F02,42,0.3005421000007118,0.11026079999919602,N/A,49.39605709253503,96.77671663349629,85.16144591603326,0.10570410041767338,0.20709539131749394
P10-pv-random_forest-D_calendar_lags_rolling-F02-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F02,42,0.25865059999978257,0.08941460000005463,N/A,49.03835367088021,96.75175428565962,85.436513081243,0.104938640163801,0.20704197364252758
P10-pv-random_forest-E_full-F02-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F02,42,0.234238699999878,0.08313640000051237,N/A,49.95553934704073,96.90957929100927,89.7726411359849,0.10690135323284015,0.20737970809332892
P10-pv-mlp-A_calendar_only-F02-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,42,0.09462789999997767,0.0,12,333.6632,360.2553673264286,112.88548,0.7140159,0.7709212387648957
P10-pv-mlp-A_calendar_only-F02-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,123,0.10274570000001404,0.0,12,329.99377,362.30479658017225,114.24854,0.7061635,0.7753068737403921
P10-pv-mlp-A_calendar_only-F02-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,2020,0.09012750000056258,0.0,12,332.87122,408.58171229877627,127.15583,0.7123211,0.8743362302126271
P10-pv-mlp-A_calendar_only-F02-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,2025,0.09029809999992722,0.0,12,326.97,387.2794331939149,122.0865,0.6996929,0.828750845828458
P10-pv-mlp-A_calendar_only-F02-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,31415,0.08917199999996228,0.0,12,381.55795,414.1834210226189,119.800095,0.8165073,0.886323494304301
P10-pv-mlp-C_calendar_lags-F02-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,42,0.08755670000027749,0.0,12,291.22668,320.4548281349495,110.7718,0.6232047,0.6857508741851397
P10-pv-mlp-C_calendar_lags-F02-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,123,0.0921875000003638,0.0,12,236.75027,258.20711466282256,100.47009,0.506629,0.5525451297812479
P10-pv-mlp-C_calendar_lags-F02-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,2020,0.09692919999997684,0.0,12,219.54703,250.73587011534667,106.087685,0.46981525,0.536557190047274
P10-pv-mlp-C_calendar_lags-F02-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,2025,0.09585169999991194,0.0,12,195.09967,259.24240586755866,106.796616,0.41749963,0.5547605804044009
P10-pv-mlp-C_calendar_lags-F02-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,31415,0.10212200000023586,0.0,12,248.9395,278.80506743063336,107.41364,0.53271306,0.5966233051645258
P10-pv-mlp-E_full-F02-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,42,0.09305959999983315,0.0,12,182.78253,215.37480049323318,100.84534,0.3911418,0.4608869792203232
P10-pv-mlp-E_full-F02-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,123,0.09232350000002043,0.0,12,207.51402,232.78725534272704,103.815895,0.44406545,0.4981484123035572
P10-pv-mlp-E_full-F02-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,2020,0.09128880000025674,0.0,12,273.40717,333.2175176405046,115.18115,0.58507216,0.7130621352958703
P10-pv-mlp-E_full-F02-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,2025,0.08246880000024248,0.0,12,226.57452,259.64160996458173,106.487236,0.4848536,0.5556148491951229
P10-pv-mlp-E_full-F02-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,31415,0.08377310000014404,0.0,12,263.45334,303.2055820726261,111.401344,0.56377167,0.6488386964684989
P10-pv-random_forest-A_calendar_only-F03-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F03,42,0.21568639999986772,0.07793739999942773,N/A,78.74341708606292,106.78475463954273,95.07945474339378,0.18502560309731658,0.2509151159542122
P10-pv-random_forest-B_lags_only-F03-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F03,42,0.22210110000014538,0.07766809999975521,N/A,48.615369133742995,86.67267072459504,91.36716859141076,0.11423288862278165,0.20365719150016057
P10-pv-random_forest-C_calendar_lags-F03-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F03,42,0.2321687000003294,0.10055039999951987,N/A,48.013137947618105,79.93817171394213,91.0792197715538,0.11281780920992122,0.18783295136536357
P10-pv-random_forest-D_calendar_lags_rolling-F03-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F03,42,0.33950610000010784,0.10941040000034263,N/A,49.30623958965847,81.41403697896824,91.1048762567864,0.11585624619981146,0.1913008331370345
P10-pv-random_forest-E_full-F03-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F03,42,0.3235859000005803,0.10556189999988419,N/A,45.77073291401267,77.6255827876935,90.42037528268727,0.10754876756701366,0.18239899667264728
P10-pv-mlp-A_calendar_only-F03-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F03,42,0.14878889999999956,0.0,12,316.8613,338.23330058555734,110.87586,0.74453783,0.7947562189235409
P10-pv-mlp-A_calendar_only-F03-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F03,123,0.1381993999993938,0.0,12,298.86237,322.49075810401143,113.36393,0.70224524,0.7577655278318699
P10-pv-mlp-A_calendar_only-F03-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F03,2020,0.14621810000062396,0.0,12,303.40344,354.5575037106111,123.44551,0.7129155,0.8331136542504206
P10-pv-mlp-A_calendar_only-F03-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F03,2025,0.14339710000058403,0.0,12,282.8113,326.3031565890836,119.06549,0.6645296,0.7667236268711434
P10-pv-mlp-A_calendar_only-F03-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F03,31415,0.13108590000047116,0.0,12,347.20923,372.6964037591455,118.82032,0.81584716,0.8757351335460662
P10-pv-mlp-C_calendar_lags-F03-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F03,42,0.13838990000022022,0.0,12,273.54825,298.20023945748267,112.49062,0.6427639,0.7006894187622259
P10-pv-mlp-C_calendar_lags-F03-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F03,123,0.14002500000060536,0.0,12,242.19359,262.53822638332116,103.939896,0.569089,0.6168933921115233
P10-pv-mlp-C_calendar_lags-F03-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F03,2020,0.1448511000007784,0.0,12,202.72562,233.51863549832592,107.64831,0.47635,0.5487052501203628
P10-pv-mlp-C_calendar_lags-F03-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F03,2025,0.12869709999995393,0.0,12,171.7483,219.77231648628995,106.68287,0.40356177,0.5164051409850147
P10-pv-mlp-C_calendar_lags-F03-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F03,31415,0.14530930000000808,0.0,12,235.0578,254.80074169583966,107.78711,0.55232185,0.5987124085609515
P10-pv-mlp-E_full-F03-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F03,42,0.12683539999943605,0.0,12,202.08824,227.5328616376105,104.968575,0.47485235,0.5346403103505715
P10-pv-mlp-E_full-F03-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F03,123,0.1811176000001069,0.0,12,223.43666,242.0057947395062,105.322426,0.52501535,0.5686477648764348
P10-pv-mlp-E_full-F03-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F03,2020,0.11733699999967939,0.0,12,252.25331,302.65186012562356,116.58067,0.59272665,0.7111495159914714
P10-pv-mlp-E_full-F03-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F03,2025,0.13257299999986571,0.0,12,196.05563,227.55833730057003,106.59016,0.4606774,0.5347001712262843
P10-pv-mlp-E_full-F03-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F03,31415,0.14099809999970603,0.0,12,241.19876,277.9196011214394,112.565605,0.5667514,0.6530354372843366
P10-pv-random_forest-A_calendar_only-F04-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F04,42,0.30470900000000256,0.10465159999967,N/A,62.03169898654368,78.10299586891276,98.10412527278037,0.13632852475096577,0.17164879214011874
P10-pv-random_forest-B_lags_only-F04-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F04,42,0.369390800000474,0.09807809999983874,N/A,28.02537433759815,46.11027152610851,93.00136134381307,0.06159202474636609,0.10133762891750665
P10-pv-random_forest-C_calendar_lags-F04-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F04,42,0.3126214000003529,0.10438609999982873,N/A,28.061215382431367,44.55215889090222,92.75317594879104,0.061670793454098975,0.09791332810963112
P10-pv-random_forest-D_calendar_lags_rolling-F04-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F04,42,0.31136009999954695,0.09524549999969167,N/A,28.772677278775426,44.989451465227866,92.9583453186133,0.06323439000763123,0.09887437629171136
P10-pv-random_forest-E_full-F04-S42,VALID,pv,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F04,42,0.3070906000002651,0.10983149999992747,N/A,26.16952803095926,41.92029104473267,92.3774319299846,0.05751338764175459,0.0921292102042739
P10-pv-mlp-A_calendar_only-F04-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,42,0.15009339999960503,0.0,12,359.56876,377.9231486029931,117.692,0.7902327,0.8305705979367498
P10-pv-mlp-A_calendar_only-F04-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,123,0.15435389999947802,0.0,12,342.69098,365.9778852608447,121.58886,0.75314003,0.8043182115632903
P10-pv-mlp-A_calendar_only-F04-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,2020,0.1563599000000977,0.0,12,350.8578,398.27707064303866,130.02708,0.7710884,0.8753028914245924
P10-pv-mlp-A_calendar_only-F04-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,2025,0.16652679999970132,0.0,12,316.97647,360.78332746261987,125.47358,0.69662666,0.7929020096385415
P10-pv-mlp-A_calendar_only-F04-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F04,31415,0.16927860000032524,0.0,12,384.39322,407.8813399752433,125.19557,0.84479,0.8964104201681535
P10-pv-mlp-C_calendar_lags-F04-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,42,0.15122040000005654,0.0,12,302.3166,322.82556241722864,118.14342,0.66440827,0.7094813360792941
P10-pv-mlp-C_calendar_lags-F04-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,123,0.14438249999966501,0.0,12,275.06567,289.58377997567476,110.64487,0.6045183,0.6364250884770373
P10-pv-mlp-C_calendar_lags-F04-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,2020,0.15682879999985744,0.0,12,226.88297,258.27760319567005,113.92823,0.49862602,0.567622766990779
P10-pv-mlp-C_calendar_lags-F04-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,2025,0.1586685000002035,0.0,12,205.10216,262.00064110131484,114.16757,0.45075783,0.5758049750160433
P10-pv-mlp-C_calendar_lags-F04-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F04,31415,0.15666280000004917,0.0,12,256.17258,274.4055364556262,114.17601,0.5629965,0.6030675054798668
P10-pv-mlp-E_full-F04-S42,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,42,0.158468399999947,0.0,12,221.80807,243.46439196779886,111.50511,0.4874728,0.5350674240529981
P10-pv-mlp-E_full-F04-S123,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,123,0.15937459999986459,0.0,12,237.3473,255.79138075539214,112.85661,0.52162373,0.5621587374216491
P10-pv-mlp-E_full-F04-S2020,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,2020,0.15626829999928304,0.0,12,280.67493,333.4215143778218,123.60382,0.6168459,0.7327683090740709
P10-pv-mlp-E_full-F04-S2025,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,2025,0.15471380000053614,0.0,12,218.28136,247.03343017697017,111.98795,0.47972205,0.5429111833210089
P10-pv-mlp-E_full-F04-S31415,VALID,pv,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F04,31415,0.15255230000002484,0.0,12,265.32376,294.71682648349076,116.60645,0.58310825,0.6477061055912139
