target,fold,original_sample_count_by_feature_set,common_comparison_sample_count,timestamps_removed_by_intersection,first_comparison_timestamp,last_comparison_timestamp
load,F01,"{""A_calendar_only"": 3456}",3456,0,2020-01-09 00:00:00,2020-05-31 23:00:00
